id_observation,id_observation_sinp,id_releve,id_releve_sinp,code_perso,id_releve_type,lib_biblio,nom_herbier,nom_org_f,lib_releve_methode,date_releve_deb,date_releve_fin,nom_obs,id_precision,resolution,code_gps,id_maille_inpn_5,id_maille_inpn_10,x_l93,y_l93,lon_wgs84,lat_wgs84,insee_comm,commune,insee_dept,lieudit,comm_loc,pays,alti_inf,alti_calc,alti_sup,surface,plage_surface,comm_milieu,lib_geologie,lib_lithologie,comm_litho,lib_exposition,pente,plage_pente,lib_hab_eunis,cd_hab_eunis,cd_hab_ch,lib_hab_ch,lib_hab_sbf,cd_hab_sbf,cd_ref_phyto,lib_syntaxon,rec_total_pl,haut_total,rec_arbo_pl,haut_arbo,rec_arbu_pl,haut_arbu,rec_sarb_pl,haut_sarb,rec_herba_pl,haut_herba,rec_crypto_pl,haut_crypto,substr_roch_pl,substr_bloc_pl,substr_cail_pl,substr_terr_pl,substr_grav_pl,substr_sabl_pl,substr_liti_pl,substr_tuf_pl,nom_cite,cd_nom,nom_complet,cd_ref,nom_reconnu,tax_type,famille,plage_nb_pieds,nombre_pieds,lib_strate,lib_phenologie1,lib_phenologie2,lib_deg_nat,abondance,sociab,lib_herbier,part_herbier1,comm_taxon,meta_original_id_obs,nom_programme,lib_org_comm,meta_comm,meta_original_id_rel,meta_original_bdd,sinp_dspublique,valid_reg
34900915,62a9aebe-57f7-46a3-8a9a-98c10f77ab38,10971337,e69b71f5-7418-401f-8b71-0dd84ab151e4,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_04,5kmL93E0965N6430,10kmL93E096N643,968555.39,6432149.38,6.405282492,44.93642267,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2527,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,25-50% (31%),,<5% (0%),,,25-50% (25%),10-25% (20%),,10-25% (14%),5-10% (3%),<5% (0%),,Saxifraga aizoides,120965,"Saxifraga aizoides L., 1753",120965,"Saxifraga aizoides L., 1753",P,Saxifragaceae,,,,,,,,,,,Recouvrement relatif : 14,,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 25 ; Cailloux : 20 ; Graviers : 14 ; Sable : 3 ; Litière : 0 ; Mousses humides : 0 ; Herbacées : 31 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2012 ; Age : 7,,glacier_blanc.csv,Donnée publique,Non validée
34900916,1a032917-ed7d-419e-8acd-e29af3e2abf1,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Agrostis alpina,80564,"Agrostis alpina Scop., 1771",80564,"Agrostis alpina Scop., 1771",P,Poaceae,,,,,,,,,,,"Recouvrement relatif : 0,2",,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
34900918,06a6df6b-0911-461e-a6cb-083d1c912d08,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Artemisia umbelliformis,84053,"Artemisia umbelliformis Lam., 1783",84053,"Artemisia umbelliformis Lam., 1783",P,Asteraceae,,,,,,,,,,,Recouvrement relatif : 1,,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
34900919,9c395f0e-6621-4d12-a5b8-cbeb480725bd,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Epilobium dodonaei subsp. fleischeri,134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",P,Onagraceae,,,,,,,,,,,Recouvrement relatif : 2,,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
34900920,efd4db1d-a5d7-41bb-b163-77948f521aea,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Poa alpina,114105,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",P,Poaceae,,,,,,,,,,,"Recouvrement relatif : 0,2",,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
34900921,b911b175-c7db-43d4-9a05-92fb954f9c63,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Poa cenisia,114151,"Poa cenisia All., 1789",114151,"Poa cenisia All., 1789",P,Poaceae,,,,,,,,,,,"Recouvrement relatif : 0,2",,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
34900922,a5c5faf1-b08d-4ac0-b7fd-508a2db045f4,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Poa nemoralis,114297,"Poa nemoralis L., 1753",114297,"Poa nemoralis L., 1753",P,Poaceae,,,,,,,,,,,"Recouvrement relatif : 0,2",,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
34900923,217c0486-f718-470b-a86f-e0efa3f01996,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Rumex scutatus,119587,"Rumex scutatus L., 1753",119587,"Rumex scutatus L., 1753",P,Polygonaceae,,,,,,,,,,,Recouvrement relatif : 3,,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
34900924,f5da04ea-0d0f-4474-8f37-c481c7c549ab,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Sagina apetala,119780,"Sagina apetala Ard., 1763",119780,"Sagina apetala Ard., 1763",P,Caryophyllaceae,,,,,,,,,,,"Recouvrement relatif : 0,2",,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
34900925,dbd68ef3-c9c0-4d32-87de-979ef7cfecaf,10971319,50dce746-48d8-4b64-961f-d16c72057180,Band : B1,RT,,,Parc National des Ecrins,Relevé de suivi (quadrats),7/19/2019,7/19/2019,DENTANT Cédric / CHAUVEAU Aristide,P,1,B1_06,5kmL93E0965N6430,10kmL93E096N643,968535.54,6432269.13,6.405096544,44.93750755,5101,Vallouise-Pelvoux,5,Glacier Blanc,,FR,,2556,,,,Marge pro-glaciaire,,,,Plat (peu marquée),,,,,,,,,,,,,,,<5% (0%),,<5% (0%),,10-25% (11%),,<5% (0%),,,10-25% (10%),25-50% (43%),,10-25% (12%),5-10% (4%),<5% (1%),,Saxifraga aizoides,120965,"Saxifraga aizoides L., 1753",120965,"Saxifraga aizoides L., 1753",P,Saxifragaceae,,,,,,,,,,,Recouvrement relatif : 4,,ROCVEG,,Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Litière : 1 ; Mousses humides : 0 ; Herbacées : 11 ; Ligneux très bas : 0 ; Ligneux bas : 0 ; Déglaciation : 2015 ; Age : 4,,glacier_blanc.csv,Donnée publique,Non validée
